id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
24848613,Condo in San Diego · ★4.78 · 2 bedrooms · 4 beds · 1 bath,6213596,Welkom Hōm At The OB Pier Condo,,Ocean Beach,32.74524,-117.2527,Entire home/apt,228,2,180,8/20/2023,2.8,1,145,27,"STR-00466L, 639531"
24852743,Rental unit in San Diego · ★4.55 · 1 bedroom · 2 beds · 1 bath,126644161,Evolve,,Pacific Beach,32.79986,-117.24375,Entire home/apt,116,2,44,9/3/2023,0.8,84,299,18,"STR-02649L, 621583"
24871373,Guesthouse in San Diego · ★4.97 · 2 bedrooms · 4 beds · 1 bath,252526,Amanda,,West University Heights,32.75601,-117.15019,Entire home/apt,166,5,181,8/27/2023,2.77,1,125,32,"STR-00216L, 623961"
24372628,Guest suite in San Diego · ★4.89 · Studio · 2 beds · 1 bath,20332020,Ben,,Pacific Beach,32.80988,-117.22789,Entire home/apt,129,2,189,7/30/2023,2.9,1,3,30,"STR-05244L, 643262"
24878730,Rental unit in San Diego · ★4.84 · 2 bedrooms · 2 beds · 1 bath,164739817,Windansea,,Pacific Beach,32.801745,-117.258097,Entire home/apt,254,3,68,8/19/2023,1.1,17,202,7,"STR-02258L, 519704"
24379152,Townhouse in San Diego · ★4.78 · 2 bedrooms · 2 beds · 1 bath,487442836,Ethan,,Chollas View,32.7162,-117.09564,Entire home/apt,115,2,202,9/13/2023,3.12,1,309,46,"STR-04119L, 637453"
24901926,Rental unit in San Diego · ★4.60 · 2 bedrooms · 2 beds · 1 bath,164739817,Windansea,,Pacific Beach,32.801749,-117.258154,Entire home/apt,264,3,86,7/5/2023,1.37,17,216,10,"STR-02583L, 519705"
24380701,Tiny home in San Diego · ★4.70 · 1 bedroom · 1 bed · 1 bath,184009127,Hector,,Grant Hill,32.70975,-117.1235,Entire home/apt,112,31,423,8/11/2023,6.6,2,78,52,"STR-08256L, 649045"
24393565,Condo in San Diego · 2 bedrooms · 2 beds · 2 baths,184116758,Nancie,,La Jolla,32.81046,-117.26582,Entire home/apt,185,31,0,,,1,0,0,
24910457,Home in San Diego · ★4.98 · 4 bedrooms · 7 beds · 2.5 baths,188331806,Alain,,Mission Bay,32.79031,-117.24118,Entire home/apt,625,3,114,8/31/2023,1.78,1,276,25,"STR-00109L, 627906"
24394424,Rental unit in San Diego · 6 bedrooms · 13 beds · 6 baths,64443919,San Diego Sunset,,Mission Bay,32.77257,-117.25111,Entire home/apt,900,3,1,7/30/2023,0.59,25,63,1,"STR-02081L, 602902"
24917472,Home in San Diego · ★4.81 · 5 bedrooms · 5 beds · 5 baths,164739817,Windansea,,La Jolla,32.83974075,-117.262352,Entire home/apt,1641,4,31,7/16/2023,0.5,17,287,3,"STR-00983L, 626105"
24394524,Townhouse in San Diego · ★3.67 · 3 bedrooms · 7 beds · 3 baths,64443919,San Diego Sunset,,Mission Bay,32.77282,-117.25135,Entire home/apt,650,3,10,8/7/2022,0.15,25,50,0,"STR-02081L, 602902"
24395210,Home in San Diego · ★4.38 · 3 bedrooms · 6 beds · 3 baths,64443919,San Diego Sunset,,Mission Bay,32.77313,-117.25317,Entire home/apt,525,3,21,8/13/2023,0.33,25,74,3,"STR-01663L, 519087"
24395419,Rental unit in San Diego · ★4.89 · 1 bedroom · 1 bed · 1 bath,430263904,Diana,,Mission Bay,32.76643,-117.25248,Entire home/apt,159,2,226,8/30/2023,3.62,1,24,37,"STR-00534L, 641571"
24931981,Home in San Diego · ★5.0 · 4 bedrooms · 4 beds · 4.5 baths,131085323,Jill,,La Jolla,32.85357,-117.25548,Entire home/apt,1286,3,18,9/10/2023,0.35,1,203,9,"STR-02124L, 623061"
24969914,Home in San Diego · ★5.0 · 3 bedrooms · 4 beds · 2 baths,60373371,Denise,,Mission Bay,32.78098,-117.25269,Entire home/apt,400,1,31,8/26/2023,0.49,11,177,5,"STR-00467L, 625202"
24395519,Condo in San Diego · ★4.88 · 3 bedrooms · 3 beds · 3 baths,38690778,Bluewater Vacation Homes,,Mission Bay,32.76653,-117.25309,Entire home/apt,763,31,50,4/26/2023,0.81,100,53,8,
24409165,Guesthouse in San Diego · ★4.89 · Studio · 1 bed · 1 bath,111621700,Eric,,City Heights West,32.74488,-117.11664,Entire home/apt,87,31,240,8/26/2023,3.63,2,42,3,
24970727,Rental unit in San Diego · 1 bedroom · 1 bed · 1 shared bath,21618353,Chris,,Mission Bay,32.79078,-117.2342,Private room,250,1,1,7/1/2018,0.02,3,88,0,"STR-07269L, 648275"
24428087,Home in San Diego · ★4.69 · 3 bedrooms · 4 beds · 2 baths,4185643,Veena,,Del Cerro,32.78774,-117.08336,Entire home/apt,185,2,284,9/4/2023,4.34,22,145,49,"STR-02962L, 644337"
24431226,Boutique hotel in San Diego · ★4.79 · 1 bedroom · 1 bed · 1 private bath,147702206,Stephen,,Park West,32.7286,-117.16472,Private room,92,31,53,8/8/2023,0.82,18,342,3,
24971351,Bungalow in San Diego · ★4.85 · 1 bedroom · 1 bed · 1 bath,70254551,Ian,,North Hills,32.75446,-117.12845,Entire home/apt,150,2,109,9/2/2023,1.69,1,32,14,"STR-03388L, 645312"
24432529,Condo in San Diego · ★5.0 · 2 bedrooms · 2 beds · 2.5 baths,27320279,R.J.,,University City,32.86566,-117.21143,Entire home/apt,174,31,15,7/16/2023,0.23,1,28,3,
24440551,Home in San Diego · 3 bedrooms · 4 beds · 2 baths,184300811,Stacey L.,,La Jolla,32.82556,-117.27063,Entire home/apt,865,90,1,8/19/2018,0.02,2,0,0,
24991467,Cottage in La Jolla · ★4.82 · 1 bedroom · 1 bed · 1 bath,95769712,Karen,,La Jolla,32.81198199,-117.2611461,Entire home/apt,173,1,367,8/15/2023,5.67,5,41,36,"STR-07702L, 627748"
24444751,Rental unit in San Diego · ★4.53 · 1 bedroom · 1 bed · 1 bath,36576703,Joe,,Ocean Beach,32.741711,-117.253387,Entire home/apt,89,31,189,7/15/2023,2.87,4,46,25,
24452298,Guesthouse in San Diego · ★4.69 · 1 bedroom · 1 bed · 1 bath,49527906,Malissa,,Loma Portal,32.73986,-117.23398,Entire home/apt,120,1,321,8/28/2023,4.91,1,361,56,"STR-05333L, 627462"
24992919,Rental unit in San Diego · 1 bedroom · 1 bed · 1 private bath,188942471,Joseph,,Ocean Beach,32.73481,-117.25393,Private room,155,31,0,,,1,0,0,
24453073,Condo in San Diego · ★4.79 · 2 bedrooms · 3 beds · 1 bath,114838819,Eric,,Mission Bay,32.78277,-117.25261,Entire home/apt,329,3,34,2/22/2023,0.57,14,355,2,"STR-03182L, 518887"
24993567,Home in San Diego · ★4.95 · 4 bedrooms · 4 beds · 3 baths,173874838,John,,Bay Park,32.78769,-117.19374,Entire home/apt,625,2,82,7/30/2023,1.28,1,21,6,"STR-02493L, 627702"
25010613,Home in San Diego · ★4.65 · 5 bedrooms · 9 beds · 4 baths,22012010,Edgar,,Mission Bay,32.77829,-117.25313,Entire home/apt,413,3,26,8/27/2023,0.7,56,263,10,"STR-02821L, 601804"
24472891,Condo in San Diego · ★4.84 · 1 bedroom · 1 bed · 1 bath,50875203,Vinita & Al,,Mission Bay,32.77274,-117.25093,Entire home/apt,173,3,220,8/21/2023,3.34,7,114,30,"STR-04496L, 630424"
24474671,Guesthouse in San Diego · ★4.83 · 1 bedroom · 2 beds · 1 bath,15319038,James,,Midtown,32.73971,-117.17334,Entire home/apt,137,2,413,8/31/2023,6.31,4,129,70,"STR-06521L, 646728"
24475414,Guest suite in San Diego · ★4.84 · 1 bedroom · 2 beds · 1 bath,15319038,James,,Midtown,32.73984,-117.17284,Entire home/apt,121,2,219,8/19/2023,3.34,4,138,44,"STR-06521L, 646728"
24475634,Guest suite in San Diego · ★4.64 · 1 bedroom · 2 beds · 1 bath,15319038,James,,Midtown,32.73964,-117.17147,Entire home/apt,85,2,183,8/25/2023,2.79,4,126,37,"STR-06521L, 646728"
25013536,Rental unit in San Diego · ★4.90 · 2 bedrooms · 2 beds · 1 bath,282462289,John,,Loma Portal,32.74154,-117.24276,Entire home/apt,209,3,178,8/29/2023,2.75,2,240,39,"STR-00158L, 636264"
24476833,Home in San Diego · ★4.93 · 3 bedrooms · 4 beds · 2 baths,106511952,Scott,,North Hills,32.75418,-117.1322,Entire home/apt,369,1,232,9/4/2023,3.57,2,362,35,"STR-02793L, 627649"
25014805,Bungalow in San Diego · ★4.88 · 3 bedrooms · 3 beds · 2 baths,53966300,Michelle,,Old Town,32.75080109,-117.1660004,Entire home/apt,281,3,137,9/3/2023,2.16,4,334,23,"STR-03933L, 643221"
25015110,Resort in San Diego · Studio · 2 beds · 1 private bath,189105059,Emily,,Gaslamp Quarter,32.71417,-117.16079,Private room,375,3,2,7/23/2023,0.03,1,60,1,Exempt
24477300,Rental unit in San Diego · ★4.66 · 1 bedroom · 2 beds · 1 bath,4185643,Veena,,Old Town,32.74410248,-117.1832047,Entire home/apt,102,2,197,7/25/2023,3.02,22,142,18,"STR-06125L, 643987"
24477457,Home in San Diego · ★4.81 · 4 bedrooms · 7 beds · 2 baths,184898286,Patricia,,Mission Bay,32.78731,-117.23677,Entire home/apt,407,3,142,9/4/2023,2.18,1,255,28,"STR-07032L, 626742"
25017669,Home in San Diego · ★4.90 · 2 bedrooms · 1 bed · 1 private bath,21486214,Don,,Mira Mesa,32.92306,-117.1327,Private room,42,2,105,5/30/2023,1.62,5,0,17,"STR-03308L, 626461"
25033694,Rental unit in San Diego · ★4.90 · 1 bedroom · 1 bed · 1 private bath,189246006,Ladi,,Mission Valley,32.7735,-117.14263,Private room,60,31,11,2/18/2020,0.17,1,0,0,
24478502,Home in San Diego · ★4.85 · 4 bedrooms · 7 beds · 3.5 baths,109587935,Sherwin,,Pacific Beach,32.79885,-117.25661,Entire home/apt,399,2,165,8/27/2023,2.51,2,357,25,"STR-04975L, 639318"
24493415,Guesthouse in San Diego · ★4.96 · Studio · 2 beds · 1 bath,185021308,Maria And Jason,,Jomacha-Lomita,32.71301,-117.02795,Entire home/apt,128,2,271,8/15/2023,4.13,1,152,41,"STR-01887L, 627441"
25057279,Home in San Diego · ★4.89 · 1 bedroom · 1 bed · 1 shared bath,124926711,Irene,,Serra Mesa,32.80658,-117.13695,Private room,95,2,45,8/24/2023,0.72,2,86,5,"STR-00855L, 644126"
25262486,Condo in San Diego · ★4.69 · 2 bedrooms · 4 beds · 2 baths,190860272,Fred,,Pacific Beach,32.79426,-117.25491,Entire home/apt,225,4,26,7/1/2023,0.48,3,227,4,"STR-02464L, 638356"
25060662,Home in San Diego · ★4.86 · 1 bedroom · 1 bed · 1 shared bath,34778540,Nelson,,North Clairemont,32.8364,-117.17358,Private room,60,1,211,9/3/2023,3.26,1,73,76,"STR-00759L, 644287"
25268522,Home in San Diego · ★4.96 · 1 bedroom · 1 bed · 2 shared baths,7653310,John,,Mira Mesa,32.91078,-117.15391,Private room,50,31,23,9/9/2023,0.37,16,121,2,
25268691,Home in San Diego · ★4.88 · 1 bedroom · 1 bed · 2 shared baths,7653310,John,,Mira Mesa,32.91134,-117.15602,Private room,50,31,8,9/2/2023,0.13,16,202,1,
25268820,Home in San Diego · ★5.0 · 1 bedroom · 1 bed · 2 shared baths,7653310,John,,Mira Mesa,32.90982,-117.15455,Private room,50,31,12,5/16/2023,0.19,16,284,3,
25284271,Home in San Diego · ★4.63 · 3 bedrooms · 5 beds · 2.5 baths,190994978,Barry,,Mission Bay,32.77971,-117.25334,Entire home/apt,257,3,158,8/20/2023,2.45,1,152,25,"STR-03808L, 628550"
25077365,Rental unit in San Diego · ★4.51 · 2 bedrooms · 3 beds · 2 baths,34959478,Cathy,,City Heights East,32.73307,-117.0993,Entire home/apt,133,1,257,7/12/2023,3.96,29,359,24,"STR-08760L, 650483"
25078527,Home in San Diego · ★4.94 · 3 bedrooms · 4 beds · 2.5 baths,189579809,Lee,,Mission Bay,32.78332,-117.25203,Entire home/apt,500,4,17,6/21/2023,0.28,1,41,1,"STR-04453L, 629931"
25290978,Rental unit in San Diego · ★4.73 · 2 bedrooms · 3 beds · 2 baths,34959478,Cathy,,City Heights East,32.73292,-117.09912,Entire home/apt,137,1,293,8/31/2023,4.54,29,363,22,"STR-08761L, 650483"
25294849,Cottage in San Diego · ★5.0 · 3 bedrooms · 6 beds · 2.5 baths,529686317,Todd,,La Jolla,32.85561,-117.25625,Entire home/apt,966,3,5,10/4/2022,0.17,1,75,1,"STR-00029L, 619761"
25085540,Condo in San Diego · ★4.63 · 1 bedroom · 1 bed · 1 bath,91404462,Nere,,Bay Park,32.79027,-117.20587,Entire home/apt,132,3,38,9/4/2023,0.59,1,111,13,"STR-08114L, 649326"
25109559,Townhouse in San Diego · ★4.44 · 3 bedrooms · 5 beds · 3 baths,36653013,Property Connection,,Mission Bay,32.7773798,-117.2522256,Entire home/apt,207,3,16,7/25/2023,0.25,9,109,3,"STR-02804L, 51761"
25301679,Rental unit in San Diego · ★4.35 · 2 bedrooms · 3 beds · 1 bath,34959478,Cathy,,Memorial,32.69951,-117.12452,Entire home/apt,111,1,161,9/1/2023,2.49,29,357,14,"STR-08510L, 650049"
25312266,Home in San Diego · ★5.0 · 1 bedroom · 1 private bath,10193959,Nathalie,,Clairemont Mesa,32.81297,-117.181,Private room,120,2,17,8/23/2020,0.27,4,0,0,"STR-02465L, 644902"
25110860,Home in San Diego · ★4.97 · 1 bedroom · 1 bed · 2.5 baths,180552009,Jamie,,North Hills,32.72183,-117.11637,Private room,92,1,218,9/11/2023,3.36,1,166,43,"STR-08054L, 649030"
25320471,Condo in San Diego · ★4.85 · 2 bedrooms · 3 beds · 2 baths,22012010,Edgar,,Mission Bay,32.77306,-117.25139,Entire home/apt,204,3,175,9/3/2023,2.71,56,228,41,"STR-02802L, 627762"
25348388,Home in San Diego · ★4.64 · 4 bedrooms · 5 beds · 2.5 baths,36159156,Mike,,Park West,32.72872,-117.16613,Entire home/apt,380,31,36,7/25/2021,0.57,1,0,0,
25131107,Home in San Diego · ★4.99 · 2 bedrooms · 3 beds · 1 bath,138054790,Neil,,Balboa Park,32.72857,-117.1322,Entire home/apt,199,2,70,8/27/2023,1.09,2,255,31,"STR-00335L, 628183"
25165776,Cottage in San Diego · ★4.88 · 1 bedroom · 1 bed · 1 bath,190162889,Daniel,,Pacific Beach,32.80767,-117.25337,Entire home/apt,171,3,57,8/11/2023,0.88,1,166,8,"STR-04238L, 632728"
25167241,Home in San Diego · ★4.97 · 1 bedroom · 1 bed · 1 bath,97704416,Dominic,,Loma Portal,32.7495,-117.24237,Entire home/apt,140,3,275,9/5/2023,4.25,4,78,39,"STR-02795L, 627484"
25350776,Home in San Diego · ★4.89 · 1 bedroom · 1 bed · 1 private bath,2080324,Megan,,Serra Mesa,32.79133,-117.14397,Private room,70,31,28,5/6/2023,1.53,1,235,11,
25187324,Townhouse in San Diego · ★4.33 · 3 bedrooms · 5 beds · 3 baths,50603993,Penny Realty,,Mission Bay,32.76515,-117.25175,Entire home/apt,367,3,18,8/6/2022,0.28,30,155,0,"STR-02726L, 627923"
25191296,Rental unit in San Diego · ★4.83 · Studio · 2 beds · 1 bath,1028043,Jesse,,Mission Bay,32.79088,-117.23754,Entire home/apt,140,1,40,8/11/2023,0.63,58,288,9,"STR-06266L, 637934"
25377977,Home in San Diego · ★4.82 · 1 bedroom · 1 bath,2772383,San Diego,,Mission Bay,32.76183,-117.2517653,Entire home/apt,386,31,11,9/2/2021,0.2,47,143,0,
25378535,Home in San Diego · ★4.42 · 3 bedrooms · 2 baths,2772383,San Diego,,Mission Bay,32.7618327,-117.2517083,Entire home/apt,546,3,12,7/22/2023,0.19,47,113,1,"STR-03941L, 051651"
25379037,Condo in San Diego · ★4.94 · 1 bedroom · 1 bed · 1 bath,146065344,Allie,,La Jolla,32.81002,-117.26064,Entire home/apt,253,3,266,9/14/2023,4.13,1,148,48,"STR-01419L, 642730"
25206589,Home in San Diego · ★4.29 · 4 bedrooms · 4 beds · 3 baths,29854513,Joanne,,Mira Mesa,32.92009,-117.15428,Entire home/apt,310,2,21,3/19/2023,1.11,2,75,6,"STR-06791L, 648138"
25402196,Loft in San Diego · ★4.72 · Studio · 1 bed · 1 bath,129954033,So Enzo Designs,,Little Italy,32.72261,-117.16799,Entire home/apt,105,2,318,8/27/2023,4.97,14,106,59,"STR-04097L, 634484"
25402328,Condo in San Diego · ★4.86 · 1 bedroom · 1 bed · 1 bath,7367398,Kellie,,Linda Vista,32.76807,-117.17584,Entire home/apt,160,2,38,8/16/2023,0.59,1,77,3,"STR-07371L, 648682"
25207428,Home in San Diego · ★4.98 · 2 bedrooms · 5 beds · 1 bath,190459926,Cesar,,Pacific Beach,32.80569,-117.24301,Entire home/apt,299,2,89,8/20/2020,1.38,1,109,0,"STR-06543L, 630262"
25208876,Home in San Diego · ★4.81 · 1 bedroom · 1 bed · 2.5 baths,158221047,Olivia,,Pacific Beach,32.8002,-117.23912,Private room,196,1,16,10/8/2022,0.25,2,0,1,"STR-07440L, 647781"
25404682,Home in San Diego · ★4.93 · 3 bedrooms · 3 beds · 3 baths,40158496,Tooraj,,Midtown,32.74478,-117.17887,Entire home/apt,335,2,171,9/17/2023,2.71,2,267,34,"STR-07210L, 629842"
25212352,Home in San Diego · ★4.95 · 1 bedroom · 1 bed · 1 shared bath,28433626,Bryan,,North Hills,32.74279,-117.12831,Private room,99,1,129,9/4/2023,2,2,87,25,"STR-04880L, 626424"
25421597,Guesthouse in San Diego · ★4.97 · 1 bedroom · 1 bed · 1 bath,191907161,Lizette,,North Hills,32.73451,-117.12343,Entire home/apt,104,3,164,9/4/2023,2.61,1,110,39,"STR-02027L, 634496"
25213617,Home in San Diego · ★4.31 · 3 bedrooms · 4 beds · 2 baths,88168913,Vacasa California,,Mission Bay,32.763729,-117.250427,Entire home/apt,385,3,13,8/17/2023,0.2,68,364,6,"STR-02154L, 518712"
25213619,Home in San Diego · ★4.88 · 2 bedrooms · 4 beds · 2 baths,88168913,Vacasa California,,Mission Bay,32.763716,-117.250503,Entire home/apt,326,3,26,5/29/2023,0.41,68,349,1,"STR-02160L, 518711"
25426047,Rental unit in San Diego · 1 bedroom · 1 bed · 1 shared bath,1158145,Christine,,Pacific Beach,32.79692,-117.25049,Shared room,29,31,2,5/30/2023,0.03,10,260,1,
25430790,Loft in San Diego · ★4.95 · Studio · 2 beds · 1 bath,18170661,Joslynn,,East Village,32.71117,-117.15878,Entire home/apt,107,31,21,4/14/2023,0.36,1,242,2,
25226835,Home in San Diego · ★4.88 · 4 bedrooms · 4 beds · 2 baths,149090006,Lana & Nico,,Mira Mesa,32.9055,-117.15007,Entire home/apt,332,2,121,8/14/2023,2.09,1,326,14,"STR-00277L, 632621"
25432128,Condo in San Diego · ★4.69 · 2 bedrooms · 2 beds · 2 baths,134936123,Michael,,La Jolla,32.84779,-117.27568,Entire home/apt,460,3,113,9/13/2023,1.76,1,4,35,"STR-02614L, 645303"
25234954,Home in San Diego · ★4.78 · 2 bedrooms · 3 beds · 1 bath,31933066,Erik,,Mission Bay,32.78674,-117.23861,Entire home/apt,158,2,204,9/4/2023,3.15,2,23,34,"STR-02454L, 627643"
25445170,Guest suite in San Diego · ★4.97 · 1 bedroom · 1 bed · 1 bath,8736926,Karen,,Encanto,32.72689,-117.05496,Entire home/apt,112,2,234,9/10/2023,3.63,1,113,46,"STR-00134L, 627706"
25237654,Home in San Diego · ★5.0 · 5 bedrooms · 5 beds · 4.5 baths,187166518,Matthew,,Rancho Penasquitos,32.95808,-117.14623,Entire home/apt,380,4,5,7/20/2022,0.08,1,0,0,"STR-05737L, 633706"
25256146,Home in San Diego · ★4.73 · 3 bedrooms · 3 beds · 1 bath,50919212,Eric,,North Hills,32.74111,-117.11714,Entire home/apt,229,1,203,8/26/2023,3.14,2,66,26,"STR-01620L, 628521"
25448891,Guesthouse in San Diego · ★4.68 · 1 bedroom · 2 beds · 1 bath,4657890,William,,La Jolla,32.82828,-117.27634,Entire home/apt,174,1,261,9/10/2023,4.12,16,168,48,"STR-03773L, 643467"
25452344,Home in San Diego · ★4.93 · 1 bedroom · 1 bed · 1 private bath,47912031,Matt,,North Hills,32.74593,-117.13896,Private room,96,1,286,8/27/2023,4.43,1,1,94,"STR-06819L, 648155"
26190169,Home in San Diego · ★4.63 · 1 bedroom · 1 bed · 1.5 shared baths,73851541,Amy,,Rancho Bernadino,33.00118,-117.08607,Private room,48,31,19,8/12/2023,0.3,4,19,2,
25459978,Home in San Diego · ★5.0 · 2 bedrooms · 8 beds · 2 baths,35167233,Patty,,Mission Bay,32.76353,-117.25155,Entire home/apt,320,31,16,8/19/2023,0.41,10,0,2,"STR-07162L, 606822"
25487051,Home in San Diego · ★4.66 · 2 bedrooms · 7 beds · 1 bath,113421970,La Jolla,,Ocean Beach,32.7527452,-117.24963,Entire home/apt,242,1,72,7/3/2023,1.12,77,301,8,"STR-02353L, 628381"
26195569,Home in San Diego · ★4.57 · 2 bedrooms · 4 beds · 1 bath,91390220,Tabie,,Ocean Beach,32.74718,-117.24751,Entire home/apt,215,2,207,9/4/2023,3.34,1,224,31,"STR-03696L, 630799"
25488939,Home in San Diego · ★4.90 · 4 bedrooms · 8 beds · 2 baths,192369667,Anna,,Memorial,32.70298,-117.13356,Entire home/apt,258,2,244,9/3/2023,3.81,1,30,33,"STR-00328L, 627845"
26200082,Home in San Diego · ★4.97 · 4 bedrooms · 7 beds · 3 baths,31869382,Miguel,,North Clairemont,32.83638,-117.18063,Entire home/apt,479,2,274,9/6/2023,4.32,1,339,51,"STR-00338L, 643664"
25508720,Home in San Diego · ★4.87 · 2 bedrooms · 2 beds · 1 bath,184855913,Ismael,,North Hills,32.75874,-117.1322,Entire home/apt,197,3,158,8/21/2023,2.51,2,80,13,"STR-03023L, 613821"
26201541,Home in San Diego · 4 bedrooms · 4 beds · 3 baths,54123608,Kelly,,Ocean Beach,32.73795,-117.24135,Entire home/apt,750,3,0,,,1,235,0,STR-06089L
25510274,Rental unit in San Diego · ★New · 4 bedrooms · 2 beds · 1 bath,192507646,Sophie,,La Jolla,32.84427651,-117.2702379,Entire home/apt,450,2,0,,,1,365,0,"STR-08935L, 608261"
26203521,Guest suite in San Diego · ★4.56 · Studio · 1 bed · 1 bath,196953501,Marisea,,Roseville,32.73905,-117.21746,Entire home/apt,107,3,316,9/1/2023,4.99,1,61,43,"STR-02830L, 628029"
25516269,Rental unit in San Diego · ★4.55 · 2 bedrooms · 3 beds · 2 baths,34959478,Cathy,,City Heights East,32.73504,-117.09938,Entire home/apt,135,1,240,9/2/2023,3.72,29,354,16,"STR-08759L, 650483"
25516902,Guest suite in San Diego · ★4.82 · Studio · 1 bed · 1 bath,192549675,Reine,,Memorial,32.69752,-117.12932,Entire home/apt,85,1,198,9/3/2023,3.12,1,242,38,"STR-06098L, 646962"
26204860,Rental unit in San Diego · ★4.32 · 3 bedrooms · 6 beds · 2 baths,120744692,Steve & Monique,,Mission Bay,32.76179886,-117.2519989,Entire home/apt,336,2,73,7/15/2023,1.16,4,274,14,"STR-04622L, 519532"
25517084,Home in San Diego · ★4.51 · 1 bedroom · 2 beds · 1 bath,113421970,La Jolla,,Ocean Beach,32.7528176,-117.2496048,Entire home/apt,162,1,80,4/23/2023,1.25,77,298,2,"STR-02363L, 628382"
25517623,Rental unit in San Diego · ★4.32 · 1 bedroom · 2 beds · 1 bath,92259623,Jenny,,Marina,32.71069,-117.16771,Entire home/apt,249,31,38,11/6/2022,0.59,3,69,2,Exempt
26205813,Condo in San Diego · ★4.79 · 2 bedrooms · 3 beds · 2 baths,196965061,Jessae,,Pacific Beach,32.79683,-117.25691,Entire home/apt,400,5,82,8/15/2023,1.4,1,224,12,"STR-04632L, 629402"
25519552,Guest suite in San Diego · ★4.98 · 1 bedroom · 1 bed · 1 bath,123306817,Ray,,North Hills,32.73143,-117.12827,Entire home/apt,106,3,203,8/27/2023,3.25,2,130,32,"STR-06070L, 634382"
25545766,Home in San Diego · ★4.60 · 2 bedrooms · 2 baths,2772383,San Diego,,Mission Bay,32.7814951,-117.2532825,Entire home/apt,712,31,15,11/1/2022,0.27,47,132,2,
26230624,Home in San Diego · ★5.0 · 1 bedroom · 1 bed · 2 baths,78098355,Joseph,,Old Town,32.74659,-117.18016,Entire home/apt,185,3,50,9/3/2023,0.8,1,90,23,"STR-00035L, 633982"
25546044,Home in San Diego · ★4.82 · 2 bedrooms · 3 beds · 1 bath,3017970,Surf Style,,Pacific Beach,32.80598,-117.25713,Entire home/apt,228,3,49,7/29/2023,0.76,156,315,5,"STR-06379L, 627962"
25592765,Home in San Diego · ★4.98 · 1 bedroom · 1 bed · 1 private bath,24636354,Mike,,College Area,32.77092,-117.05781,Private room,93,2,167,9/13/2023,2.6,2,41,33,"STR-06747L, 644650"
26231554,Cottage in San Diego · ★4.94 · 2 bedrooms · 3 beds · 1 bath,31764740,Joy,,Kensington,32.75975,-117.10692,Entire home/apt,147,3,163,9/9/2023,2.57,1,134,36,"STR-01538L, 619241"
25592973,Cottage in San Diego · ★4.95 · 1 bedroom · 1 bed · 1 bath,192970433,Melanie,,Ocean Beach,32.74679,-117.24812,Entire home/apt,150,2,330,9/10/2023,5.13,3,153,46,"STR-03063L, 644005"
26232698,Home in San Diego · ★4.33 · Studio · 1 bed · 1 bath,35243405,Eddie,,Kensington,32.76291,-117.10865,Private room,49,31,4,12/5/2019,0.06,1,0,0,
25593110,Home in San Diego · ★4.89 · 4 bedrooms · 7 beds · 2 baths,121958709,Anita,,Clairemont Mesa,32.82518,-117.17167,Entire home/apt,411,3,214,9/4/2023,3.36,3,295,44,"STR-03251L, 644801"
26235199,Home in San Diego · ★4.94 · 2 bedrooms · 2 beds · 1 bath,151549558,Norm,,San Carlos,32.78306,-117.05444,Entire home/apt,196,3,122,9/15/2023,1.93,1,170,25,"STR-06685L, 646063"
25614256,Townhouse in San Diego · ★4.87 · 3 bedrooms · 3 beds · 2 baths,193046551,Rob,,Cortez Hill,32.72167,-117.15684,Entire home/apt,283,1,92,9/17/2023,1.46,1,101,24,"STR-01703L, 639770"
25629939,Guesthouse in San Diego · ★4.96 · 1 bedroom · 1 bed · 1 bath,10063133,Raquel,,Clairemont Mesa,32.8301,-117.18394,Entire home/apt,124,2,289,9/8/2023,4.57,1,0,49,"STR-00700L, 642534"
26251736,Townhouse in San Diego · ★4.89 · 3 bedrooms · 5 beds · 2.5 baths,197312752,Amy,,Pacific Beach,32.79357,-117.25386,Entire home/apt,350,3,35,9/11/2023,0.57,1,213,25,"STR-04752L, 519905"
25631723,Condo in San Diego · 1 bedroom · 2 beds · 1 bath,47923550,Yarden,,Cortez Hill,32.72169,-117.15865,Entire home/apt,210,31,0,,,1,0,0,
26252977,Condo in San Diego · ★4.67 · 2 bedrooms · 3 beds · 1 bath,148594662,Marla,,University City,32.8642,-117.21448,Entire home/apt,120,31,57,5/28/2023,0.9,1,99,2,
26257638,Guesthouse in San Diego · ★4.92 · 1 bedroom · 1 bed · 1 bath,62667366,Javier,,Linda Vista,32.79532,-117.17537,Entire home/apt,225,2,102,5/7/2023,1.62,1,0,14,"STR-07753L, 645068"
25671396,Home in San Diego · ★4.88 · 5 bedrooms · 6 beds · 4 baths,29872894,Andrew,,Mount Hope,32.71439,-117.10993,Entire home/apt,566,2,145,8/13/2023,2.25,2,176,17,"STR-07025L, 637712"
26258281,Rental unit in San Diego · ★4.58 · 2 bedrooms · 4 beds · 1 bath,120744692,Steve & Monique,,Mission Bay,32.76179886,-117.2519989,Entire home/apt,246,2,77,8/29/2023,1.26,4,299,18,"STR-07260L, 51932"
